,is_used_opportunity,transfered_date,start_datetime,end_datetime,origin,duration
586,1.0,10423,1812053024.592,1812053044.95,Russia-KinoSat_110301,20.35800004005432
587,1.0,-6400,1812053044.95,1812053094.95,Moscow-KinoSat_110301,50.0
588,1.0,-4023,1812053094.95,1812053144.95,Moscow-KinoSat_110301,50.0
595,0.0,0,1812057832.597,1812057882.597,Russia-KinoSat_110301,50.0
596,0.0,0,1812057882.597,1812057932.597,Russia-KinoSat_110301,50.0
597,0.0,0,1812057932.597,1812057982.597,Russia-KinoSat_110301,50.0
598,1.0,19359,1812057982.597,1812058020.408,Russia-KinoSat_110301,37.81100010871887
599,1.0,-6400,1812058422.549,1812058472.549,Moscow-KinoSat_110301,50.0
600,1.0,-6400,1812058472.549,1812058522.549,Moscow-KinoSat_110301,50.0
601,1.0,-6400,1812058522.549,1812058572.549,Moscow-KinoSat_110301,50.0
602,1.0,-159,1812058572.549,1812058622.549,Moscow-KinoSat_110301,50.0
612,0.0,0,1812063621.679,1812063671.679,Russia-KinoSat_110301,50.0
613,0.0,0,1812063671.679,1812063721.679,Russia-KinoSat_110301,50.0
614,0.0,0,1812063721.679,1812063771.679,Russia-KinoSat_110301,50.0
615,0.0,0,1812063771.679,1812063821.679,Russia-KinoSat_110301,50.0
616,1.0,2450,1812063821.679,1812063826.465,Russia-KinoSat_110301,4.78600001335144
617,1.0,-2450,1812064274.185,1812064324.185,Moscow-KinoSat_110301,50.0
621,0.0,0,1812069332.205,1812069382.205,Russia-KinoSat_110301,50.0
622,0.0,0,1812069382.205,1812069432.205,Russia-KinoSat_110301,50.0
623,0.0,0,1812069432.205,1812069482.205,Russia-KinoSat_110301,50.0
624,0.0,0,1812069482.205,1812069532.205,Russia-KinoSat_110301,50.0
625,0.0,0,1812069532.205,1812069582.205,Russia-KinoSat_110301,50.0
626,0.0,0,1812069582.205,1812069632.205,Russia-KinoSat_110301,50.0
627,0.0,0,1812069632.205,1812069682.205,Russia-KinoSat_110301,50.0
628,0.0,0,1812069682.205,1812069728.675,Russia-KinoSat_110301,46.47000002861023
629,0.0,0,1812075090.694,1812075140.694,Russia-KinoSat_110301,50.0
630,0.0,0,1812075140.694,1812075190.694,Russia-KinoSat_110301,50.0
631,0.0,0,1812075190.694,1812075240.694,Russia-KinoSat_110301,50.0
632,0.0,0,1812075240.694,1812075290.694,Russia-KinoSat_110301,50.0
633,0.0,0,1812075290.694,1812075340.694,Russia-KinoSat_110301,50.0
634,0.0,0,1812075340.694,1812075390.694,Russia-KinoSat_110301,50.0
635,0.0,0,1812075390.694,1812075440.694,Russia-KinoSat_110301,50.0
636,1.0,8666,1812075440.694,1812075457.62,Russia-KinoSat_110301,16.925999879837036
637,1.0,2591,1812075466.957,1812075472.017,Russia-KinoSat_110301,5.059999942779541
638,1.0,-6400,1812080867.85,1812080917.85,Moscow-KinoSat_110301,50.0
639,1.0,-4857,1812080917.85,1812080960.008,Moscow-KinoSat_110301,42.157999992370605
646,0.0,0,1812080960.008,1812081010.008,Russia-KinoSat_110301,50.0
647,0.0,0,1812081010.008,1812081060.008,Russia-KinoSat_110301,50.0
648,0.0,0,1812081060.008,1812081110.008,Russia-KinoSat_110301,50.0
649,0.0,0,1812081110.008,1812081160.008,Russia-KinoSat_110301,50.0
650,0.0,0,1812081160.008,1812081210.008,Russia-KinoSat_110301,50.0
651,1.0,10741,1812081210.008,1812081230.986,Russia-KinoSat_110301,20.978000164031982
652,1.0,-6400,1812081230.986,1812081280.986,Moscow-KinoSat_110301,50.0
653,1.0,-4341,1812081280.986,1812081330.986,Moscow-KinoSat_110301,50.0
668,0.0,0,1812086721.889,1812086771.889,Russia-KinoSat_110301,50.0
669,0.0,0,1812086771.889,1812086821.889,Russia-KinoSat_110301,50.0
670,0.0,0,1812086821.889,1812086871.889,Russia-KinoSat_110301,50.0
671,0.0,0,1812086871.889,1812086921.889,Russia-KinoSat_110301,50.0
672,0.0,0,1812086921.889,1812086971.889,Russia-KinoSat_110301,50.0
673,1.0,537,1812086971.889,1812086972.938,Russia-KinoSat_110301,1.0490000247955322
674,1.0,-523,1812086972.938,1812086977.026,Moscow-KinoSat_110301,4.088000059127808
675,1.0,-14,1812086977.026,1812087023.292,Moscow-KinoSat_110301,46.26600003242493
676,1.0,23688,1812086977.026,1812087023.292,Russia-KinoSat_110301,46.26600003242493
677,1.0,-6400,1812087023.292,1812087073.292,Moscow-KinoSat_110301,50.0
678,1.0,-6400,1812087073.292,1812087123.292,Moscow-KinoSat_110301,50.0
679,1.0,-6400,1812087123.292,1812087173.292,Moscow-KinoSat_110301,50.0
680,1.0,-3251,1812087173.292,1812087198.69,Moscow-KinoSat_110301,25.39800000190735
681,1.0,-1237,1812092205.898,1812092255.898,Moscow-KinoSat_110301,50.0
704,0.0,0,1812105170.405,1812105198.06,Russia-KinoSat_110301,27.65499997138977
705,0.0,0,1812110880.724,1812110930.724,Russia-KinoSat_110301,50.0
706,0.0,0,1812110930.724,1812110980.724,Russia-KinoSat_110301,50.0
707,0.0,0,1812110980.724,1812111030.724,Russia-KinoSat_110301,50.0
708,0.0,0,1812111030.724,1812111057.21,Russia-KinoSat_110301,26.486000061035156
709,0.0,0,1812116632.541,1812116682.541,Russia-KinoSat_110301,50.0
710,0.0,0,1812116682.541,1812116732.541,Russia-KinoSat_110301,50.0
711,0.0,0,1812116732.541,1812116782.541,Russia-KinoSat_110301,50.0
712,0.0,0,1812116782.541,1812116832.541,Russia-KinoSat_110301,50.0
713,0.0,0,1812116832.541,1812116882.541,Russia-KinoSat_110301,50.0
714,0.0,0,1812116882.541,1812116932.541,Russia-KinoSat_110301,50.0
715,0.0,0,1812116932.541,1812116967.164,Russia-KinoSat_110301,34.623000144958496
716,0.0,0,1812122428.073,1812122478.073,Russia-KinoSat_110301,50.0
717,0.0,0,1812122478.073,1812122528.073,Russia-KinoSat_110301,50.0
718,0.0,0,1812122528.073,1812122578.073,Russia-KinoSat_110301,50.0
719,0.0,0,1812122578.073,1812122628.073,Russia-KinoSat_110301,50.0
720,0.0,0,1812122628.073,1812122678.073,Russia-KinoSat_110301,50.0
721,0.0,0,1812122678.073,1812122728.073,Russia-KinoSat_110301,50.0
722,0.0,0,1812122728.073,1812122778.073,Russia-KinoSat_110301,50.0
723,0.0,0,1812122778.073,1812122800.385,Russia-KinoSat_110301,22.312000036239624
724,0.0,0,1812128158.337,1812128208.337,Russia-KinoSat_110301,50.0
725,0.0,0,1812128208.337,1812128258.337,Russia-KinoSat_110301,50.0
726,0.0,0,1812128258.337,1812128308.337,Russia-KinoSat_110301,50.0
727,0.0,0,1812128308.337,1812128358.337,Russia-KinoSat_110301,50.0
728,1.0,15815,1812128358.337,1812128389.225,Russia-KinoSat_110301,30.888000011444092
729,1.0,-6400,1812128389.225,1812128439.225,Moscow-KinoSat_110301,50.0
730,1.0,-6400,1812128439.225,1812128489.225,Moscow-KinoSat_110301,50.0
731,1.0,-3015,1812128489.225,1812128539.225,Moscow-KinoSat_110301,50.0
733,0.0,0,1812128389.225,1812128439.225,Russia-KinoSat_110301,50.0
734,0.0,0,1812128439.225,1812128489.225,Russia-KinoSat_110301,50.0
735,0.0,0,1812128489.225,1812128539.225,Russia-KinoSat_110301,50.0
736,1.0,17788,1812128539.225,1812128573.968,Russia-KinoSat_110301,34.74300003051758
737,1.0,-6400,1812128573.968,1812128623.968,Moscow-KinoSat_110301,50.0
738,1.0,-6400,1812128623.968,1812128673.968,Moscow-KinoSat_110301,50.0
739,1.0,-4988,1812128673.968,1812128713.719,Moscow-KinoSat_110301,39.75100016593933
749,0.0,0,1812134115.584,1812134165.584,Russia-KinoSat_110301,50.0
750,0.0,0,1812134165.584,1812134215.584,Russia-KinoSat_110301,50.0
751,0.0,0,1812134215.584,1812134265.584,Russia-KinoSat_110301,50.0
752,0.0,0,1812134265.584,1812134315.584,Russia-KinoSat_110301,50.0
753,0.0,0,1812134315.584,1812134365.584,Russia-KinoSat_110301,50.0
754,0.0,0,1812134365.584,1812134415.584,Russia-KinoSat_110301,50.0
755,1.0,7147,1812134415.584,1812134429.543,Russia-KinoSat_110301,13.958999872207642
756,1.0,-6400,1812134429.543,1812134479.543,Moscow-KinoSat_110301,50.0
757,1.0,-747,1812134479.543,1812134492.774,Moscow-KinoSat_110301,13.230999946594238
760,0.0,0,1812134492.774,1812134542.774,Russia-KinoSat_110301,50.0
761,1.0,22220,1812134542.774,1812134586.172,Russia-KinoSat_110301,43.39800000190735
762,1.0,-6400,1812134586.172,1812134636.172,Moscow-KinoSat_110301,50.0
763,1.0,-6400,1812134636.172,1812134686.172,Moscow-KinoSat_110301,50.0
764,1.0,-6400,1812134686.172,1812134736.172,Moscow-KinoSat_110301,50.0
765,1.0,-2197,1812134736.172,1812134753.335,Moscow-KinoSat_110301,17.163000106811523
766,1.0,10648,1812139290.004,1812139310.802,Russia-KinoSat_110301,20.79800009727478
767,1.0,-6400,1812139766.517,1812139816.517,Moscow-KinoSat_110301,50.0
768,1.0,-5071,1812139816.517,1812139866.517,Moscow-KinoSat_110301,50.0
776,0.0,0,1812139942.088,1812139992.088,Russia-KinoSat_110301,50.0
777,0.0,0,1812139992.088,1812140042.088,Russia-KinoSat_110301,50.0
778,0.0,0,1812140042.088,1812140092.088,Russia-KinoSat_110301,50.0
779,0.0,0,1812140092.088,1812140142.088,Russia-KinoSat_110301,50.0
780,1.0,8412,1812140142.088,1812140158.517,Russia-KinoSat_110301,16.42899990081787
781,1.0,-6400,1812140158.517,1812140208.517,Moscow-KinoSat_110301,50.0
782,1.0,-2012,1812140208.517,1812140258.517,Moscow-KinoSat_110301,50.0
789,0.0,0,1812144944.099,1812144994.099,Russia-KinoSat_110301,50.0
790,0.0,0,1812144994.099,1812145044.099,Russia-KinoSat_110301,50.0
791,0.0,0,1812145044.099,1812145094.099,Russia-KinoSat_110301,50.0
792,1.0,25600,1812145094.099,1812145144.099,Russia-KinoSat_110301,50.0
793,1.0,218,1812145144.099,1812145144.525,Russia-KinoSat_110301,0.42600011825561523
794,1.0,-6400,1812145549.19,1812145599.19,Moscow-KinoSat_110301,50.0
795,1.0,-6400,1812145599.19,1812145649.19,Moscow-KinoSat_110301,50.0
796,1.0,-6400,1812145649.19,1812145699.19,Moscow-KinoSat_110301,50.0
797,1.0,-6400,1812145699.19,1812145749.19,Moscow-KinoSat_110301,50.0
798,1.0,-218,1812145749.19,1812145799.19,Moscow-KinoSat_110301,50.0
806,0.0,0,1812150725.936,1812150775.936,Russia-KinoSat_110301,50.0
807,0.0,0,1812150775.936,1812150825.936,Russia-KinoSat_110301,50.0
808,0.0,0,1812150825.936,1812150875.936,Russia-KinoSat_110301,50.0
809,0.0,0,1812150875.936,1812150925.936,Russia-KinoSat_110301,50.0
810,0.0,0,1812150925.936,1812150975.936,Russia-KinoSat_110301,50.0
811,1.0,1875,1812150975.936,1812150979.598,Russia-KinoSat_110301,3.6619999408721924
812,0.0,0,1812156415.217,1812156465.217,Russia-KinoSat_110301,50.0
813,0.0,0,1812156465.217,1812156515.217,Russia-KinoSat_110301,50.0
814,0.0,0,1812156515.217,1812156565.217,Russia-KinoSat_110301,50.0
815,0.0,0,1812156565.217,1812156615.217,Russia-KinoSat_110301,50.0
816,0.0,0,1812156615.217,1812156665.217,Russia-KinoSat_110301,50.0
817,0.0,0,1812156665.217,1812156715.217,Russia-KinoSat_110301,50.0
818,0.0,0,1812156715.217,1812156765.217,Russia-KinoSat_110301,50.0
819,0.0,0,1812156765.217,1812156815.217,Russia-KinoSat_110301,50.0
820,0.0,0,1812156815.217,1812156859.336,Russia-KinoSat_110301,44.11899995803833
821,0.0,0,1812162212.886,1812162262.886,Russia-KinoSat_110301,50.0
822,0.0,0,1812162262.886,1812162312.886,Russia-KinoSat_110301,50.0
823,0.0,0,1812162312.886,1812162362.886,Russia-KinoSat_110301,50.0
824,0.0,0,1812162362.886,1812162412.886,Russia-KinoSat_110301,50.0
825,0.0,0,1812162412.886,1812162462.886,Russia-KinoSat_110301,50.0
826,0.0,0,1812162462.886,1812162512.886,Russia-KinoSat_110301,50.0
827,0.0,0,1812162512.886,1812162562.886,Russia-KinoSat_110301,50.0
828,1.0,9732,1812162562.886,1812162581.894,Russia-KinoSat_110301,19.008000135421753
829,1.0,-1848,1812162581.894,1812162596.334,Moscow-KinoSat_110301,14.440000057220459
830,1.0,7393,1812162581.894,1812162596.334,Russia-KinoSat_110301,14.440000057220459
831,1.0,-6400,1812162596.334,1812162646.334,Moscow-KinoSat_110301,50.0
832,1.0,-1989,1812162646.334,1812162661.873,Moscow-KinoSat_110301,15.538999795913696
833,1.0,-6400,1812167957.96,1812168007.96,Moscow-KinoSat_110301,50.0
834,1.0,-2363,1812168007.96,1812168057.96,Moscow-KinoSat_110301,50.0
842,0.0,0,1812168110.772,1812168160.772,Russia-KinoSat_110301,50.0
843,0.0,0,1812168160.772,1812168210.772,Russia-KinoSat_110301,50.0
844,0.0,0,1812168210.772,1812168260.772,Russia-KinoSat_110301,50.0
845,0.0,0,1812168260.772,1812168310.772,Russia-KinoSat_110301,50.0
846,1.0,17564,1812168310.772,1812168345.076,Russia-KinoSat_110301,34.30399990081787
847,1.0,-6400,1812168345.076,1812168395.076,Moscow-KinoSat_110301,50.0
848,1.0,-6400,1812168395.076,1812168445.076,Moscow-KinoSat_110301,50.0
849,1.0,-4764,1812168445.076,1812168495.076,Moscow-KinoSat_110301,50.0
856,0.0,0,1812173709.937,1812173759.937,Russia-KinoSat_110301,50.0
857,1.0,19347,1812173759.937,1812173797.725,Russia-KinoSat_110301,37.787999868392944
858,1.0,-4117,1812173797.725,1812173829.891,Moscow-KinoSat_110301,32.16600012779236
859,1.0,-6400,1812173829.891,1812173879.891,Moscow-KinoSat_110301,50.0
860,1.0,-6400,1812173879.891,1812173929.891,Moscow-KinoSat_110301,50.0
861,1.0,-2430,1812173929.891,1812173979.891,Moscow-KinoSat_110301,50.0
865,0.0,0,1812173829.891,1812173879.891,Russia-KinoSat_110301,50.0
866,0.0,0,1812173879.891,1812173929.891,Russia-KinoSat_110301,50.0
867,0.0,0,1812173929.891,1812173979.891,Russia-KinoSat_110301,50.0
868,0.0,0,1812173979.891,1812174029.891,Russia-KinoSat_110301,50.0
869,0.0,0,1812174029.891,1812174079.891,Russia-KinoSat_110301,50.0
870,1.0,1705,1812174079.891,1812174083.221,Russia-KinoSat_110301,3.3299999237060547
871,1.0,-1705,1812174083.221,1812174103.205,Moscow-KinoSat_110301,19.983999967575073
874,0.0,0,1812174103.205,1812174153.205,Russia-KinoSat_110301,50.0
875,1.0,7451,1812174153.205,1812174167.757,Russia-KinoSat_110301,14.552000045776367
876,1.0,-6400,1812174167.757,1812174217.757,Moscow-KinoSat_110301,50.0
877,1.0,-1051,1812174217.757,1812174267.757,Moscow-KinoSat_110301,50.0
901,0.0,0,1812192217.51,1812192267.51,Russia-KinoSat_110301,50.0
902,0.0,0,1812192267.51,1812192317.51,Russia-KinoSat_110301,50.0
903,0.0,0,1812192317.51,1812192341.014,Russia-KinoSat_110301,23.503999948501587
904,0.0,0,1812197987.561,1812198037.561,Russia-KinoSat_110301,50.0
905,0.0,0,1812198037.561,1812198087.561,Russia-KinoSat_110301,50.0
906,0.0,0,1812198087.561,1812198137.561,Russia-KinoSat_110301,50.0
907,0.0,0,1812198137.561,1812198187.561,Russia-KinoSat_110301,50.0
908,1.0,144,1812198187.561,1812198187.843,Russia-KinoSat_110301,0.2819998264312744
909,0.0,0,1812203782.851,1812203832.851,Russia-KinoSat_110301,50.0
910,0.0,0,1812203832.851,1812203882.851,Russia-KinoSat_110301,50.0
911,0.0,0,1812203882.851,1812203932.851,Russia-KinoSat_110301,50.0
912,0.0,0,1812203932.851,1812203982.851,Russia-KinoSat_110301,50.0
913,0.0,0,1812203982.851,1812204032.851,Russia-KinoSat_110301,50.0
914,0.0,0,1812204032.851,1812204082.851,Russia-KinoSat_110301,50.0
915,0.0,0,1812204082.851,1812204132.851,Russia-KinoSat_110301,50.0
916,0.0,0,1812204132.851,1812204152.317,Russia-KinoSat_110301,19.465999841690063
917,0.0,0,1812209553.819,1812209603.819,Russia-KinoSat_110301,50.0
918,0.0,0,1812209603.819,1812209653.819,Russia-KinoSat_110301,50.0
919,0.0,0,1812209653.819,1812209703.819,Russia-KinoSat_110301,50.0
920,0.0,0,1812209703.819,1812209753.819,Russia-KinoSat_110301,50.0
921,0.0,0,1812209753.819,1812209803.819,Russia-KinoSat_110301,50.0
922,0.0,0,1812209803.819,1812209853.819,Russia-KinoSat_110301,50.0
923,0.0,0,1812209853.819,1812209903.819,Russia-KinoSat_110301,50.0
924,0.0,0,1812209903.819,1812209953.819,Russia-KinoSat_110301,50.0
925,1.0,4203,1812209953.819,1812209962.028,Russia-KinoSat_110301,8.20900011062622
926,0.0,0,1812215318.818,1812215368.818,Russia-KinoSat_110301,50.0
927,0.0,0,1812215368.818,1812215418.818,Russia-KinoSat_110301,50.0
928,0.0,0,1812215418.818,1812215468.818,Russia-KinoSat_110301,50.0
929,1.0,2279,1812215468.818,1812215473.268,Russia-KinoSat_110301,4.449999809265137
930,1.0,-6400,1812215473.268,1812215523.268,Moscow-KinoSat_110301,50.0
931,1.0,-226,1812215523.268,1812215573.268,Moscow-KinoSat_110301,50.0
935,0.0,0,1812215473.268,1812215523.268,Russia-KinoSat_110301,50.0
936,0.0,0,1812215523.268,1812215573.268,Russia-KinoSat_110301,50.0
937,0.0,0,1812215573.268,1812215623.268,Russia-KinoSat_110301,50.0
938,0.0,0,1812215623.268,1812215673.268,Russia-KinoSat_110301,50.0
939,1.0,16146,1812215673.268,1812215704.803,Russia-KinoSat_110301,31.53500008583069
940,1.0,-6400,1812215704.803,1812215754.803,Moscow-KinoSat_110301,50.0
941,1.0,-6400,1812215754.803,1812215804.803,Moscow-KinoSat_110301,50.0
942,1.0,-3346,1812215804.803,1812215854.803,Moscow-KinoSat_110301,50.0
957,0.0,0,1812221240.621,1812221290.621,Russia-KinoSat_110301,50.0
958,0.0,0,1812221290.621,1812221340.621,Russia-KinoSat_110301,50.0
959,0.0,0,1812221340.621,1812221390.621,Russia-KinoSat_110301,50.0
960,0.0,0,1812221390.621,1812221440.621,Russia-KinoSat_110301,50.0
961,0.0,0,1812221440.621,1812221490.621,Russia-KinoSat_110301,50.0
962,0.0,0,1812221490.621,1812221540.621,Russia-KinoSat_110301,50.0
963,0.0,0,1812221540.621,1812221590.621,Russia-KinoSat_110301,50.0
964,0.0,0,1812221590.621,1812221640.621,Russia-KinoSat_110301,50.0
965,0.0,0,1812221640.621,1812221690.621,Russia-KinoSat_110301,50.0
966,1.0,4908,1812221690.621,1812221700.206,Russia-KinoSat_110301,9.585000038146973
967,1.0,-4908,1812221700.206,1812221750.206,Moscow-KinoSat_110301,50.0
971,0.0,0,1812226366.194,1812226416.194,Russia-KinoSat_110301,50.0
972,1.0,15437,1812226416.194,1812226446.345,Russia-KinoSat_110301,30.151000022888184
973,1.0,-6400,1812226889.45,1812226939.45,Moscow-KinoSat_110301,50.0
974,1.0,-6400,1812226939.45,1812226989.45,Moscow-KinoSat_110301,50.0
975,1.0,-2637,1812226989.45,1812227039.45,Moscow-KinoSat_110301,50.0
979,0.0,0,1812227059.72,1812227109.72,Russia-KinoSat_110301,50.0
980,1.0,24989,1812227109.72,1812227158.526,Russia-KinoSat_110301,48.805999994277954
981,1.0,-6400,1812227158.526,1812227208.526,Moscow-KinoSat_110301,50.0
982,1.0,-6400,1812227208.526,1812227258.526,Moscow-KinoSat_110301,50.0
983,1.0,-6400,1812227258.526,1812227308.526,Moscow-KinoSat_110301,50.0
984,1.0,-5789,1812227308.526,1812227358.526,Moscow-KinoSat_110301,50.0
991,0.0,0,1812232018.523,1812232068.523,Russia-KinoSat_110301,50.0
992,1.0,3911,1812232068.523,1812232076.162,Russia-KinoSat_110301,7.638999938964844
993,0.0,0,1812232114.244,1812232164.244,Russia-KinoSat_110301,50.0
994,0.0,0,1812232164.244,1812232214.244,Russia-KinoSat_110301,50.0
995,0.0,0,1812232214.244,1812232264.244,Russia-KinoSat_110301,50.0
996,1.0,17890,1812232264.244,1812232299.186,Russia-KinoSat_110301,34.94200015068054
997,1.0,-6400,1812232676.625,1812232726.625,Moscow-KinoSat_110301,50.0
998,1.0,-6400,1812232726.625,1812232776.625,Moscow-KinoSat_110301,50.0
999,1.0,-6400,1812232776.625,1812232826.625,Moscow-KinoSat_110301,50.0
1000,1.0,-2601,1812232826.625,1812232876.625,Moscow-KinoSat_110301,50.0
1008,0.0,0,1812237730.443,1812237780.443,Russia-KinoSat_110301,50.0
1009,0.0,0,1812237780.443,1812237799.258,Russia-KinoSat_110301,18.81499981880188
1010,0.0,0,1812237829.333,1812237879.333,Russia-KinoSat_110301,50.0
1011,0.0,0,1812237879.333,1812237929.333,Russia-KinoSat_110301,50.0
1012,0.0,0,1812237929.333,1812237979.333,Russia-KinoSat_110301,50.0
1013,0.0,0,1812237979.333,1812238029.333,Russia-KinoSat_110301,50.0
1014,0.0,0,1812238029.333,1812238079.333,Russia-KinoSat_110301,50.0
1015,0.0,0,1812238079.333,1812238119.311,Russia-KinoSat_110301,39.97800016403198
1016,0.0,0,1812243531.05,1812243581.05,Russia-KinoSat_110301,50.0
1017,0.0,0,1812243581.05,1812243631.05,Russia-KinoSat_110301,50.0
1018,0.0,0,1812243631.05,1812243681.05,Russia-KinoSat_110301,50.0
1019,0.0,0,1812243681.05,1812243731.05,Russia-KinoSat_110301,50.0
1020,0.0,0,1812243731.05,1812243781.05,Russia-KinoSat_110301,50.0
1021,0.0,0,1812243781.05,1812243831.05,Russia-KinoSat_110301,50.0
1022,0.0,0,1812243831.05,1812243881.05,Russia-KinoSat_110301,50.0
1023,0.0,0,1812243881.05,1812243931.05,Russia-KinoSat_110301,50.0
1024,0.0,0,1812243931.05,1812243979.577,Russia-KinoSat_110301,48.526999950408936
1025,0.0,0,1812249353.766,1812249403.766,Russia-KinoSat_110301,50.0
1026,0.0,0,1812249403.766,1812249453.766,Russia-KinoSat_110301,50.0
1027,0.0,0,1812249453.766,1812249503.766,Russia-KinoSat_110301,50.0
1028,0.0,0,1812249503.766,1812249553.766,Russia-KinoSat_110301,50.0
1029,0.0,0,1812249553.766,1812249603.766,Russia-KinoSat_110301,50.0
1030,1.0,7727,1812249603.766,1812249618.857,Russia-KinoSat_110301,15.091000080108643
1031,1.0,-6400,1812249618.857,1812249668.857,Moscow-KinoSat_110301,50.0
1032,1.0,-1327,1812249668.857,1812249704.553,Moscow-KinoSat_110301,35.69599986076355
1033,0.0,0,1812249618.857,1812249668.857,Russia-KinoSat_110301,50.0
1034,0.0,0,1812249668.857,1812249704.553,Russia-KinoSat_110301,35.69599986076355
1037,1.0,7915,1812249707.85,1812249723.309,Russia-KinoSat_110301,15.45900011062622
1038,1.0,-6400,1812249723.309,1812249773.309,Moscow-KinoSat_110301,50.0
1039,1.0,-1515,1812249773.309,1812249823.309,Moscow-KinoSat_110301,50.0
1050,0.0,0,1812255227.855,1812255277.855,Russia-KinoSat_110301,50.0
1051,0.0,0,1812255277.855,1812255327.855,Russia-KinoSat_110301,50.0
1052,0.0,0,1812255327.855,1812255377.855,Russia-KinoSat_110301,50.0
1053,0.0,0,1812255377.855,1812255427.855,Russia-KinoSat_110301,50.0
1054,1.0,20240,1812255427.855,1812255467.386,Russia-KinoSat_110301,39.53099989891052
1055,1.0,-6400,1812255467.386,1812255517.386,Moscow-KinoSat_110301,50.0
1056,1.0,-6400,1812255517.386,1812255567.386,Moscow-KinoSat_110301,50.0
1057,1.0,-6400,1812255567.386,1812255617.386,Moscow-KinoSat_110301,50.0
1058,1.0,-1040,1812255617.386,1812255667.095,Moscow-KinoSat_110301,49.70900011062622
1070,0.0,0,1812260822.047,1812260872.047,Russia-KinoSat_110301,50.0
1071,0.0,0,1812260872.047,1812260922.047,Russia-KinoSat_110301,50.0
1072,0.0,0,1812260922.047,1812260972.047,Russia-KinoSat_110301,50.0
1073,0.0,0,1812260972.047,1812261022.047,Russia-KinoSat_110301,50.0
1074,0.0,0,1812261022.047,1812261072.047,Russia-KinoSat_110301,50.0
1075,0.0,0,1812261072.047,1812261122.047,Russia-KinoSat_110301,50.0
1076,0.0,0,1812261122.047,1812261172.047,Russia-KinoSat_110301,50.0
1077,1.0,15862,1812261172.047,1812261203.028,Russia-KinoSat_110301,30.981000185012817
1078,1.0,-2114,1812261203.028,1812261219.548,Moscow-KinoSat_110301,16.519999980926514
1079,1.0,-6400,1812261219.548,1812261269.548,Moscow-KinoSat_110301,50.0
1080,1.0,-3165,1812261269.548,1812261294.273,Moscow-KinoSat_110301,24.72499990463257
1081,0.0,0,1812261219.548,1812261269.548,Russia-KinoSat_110301,50.0
1082,1.0,12659,1812261269.548,1812261294.273,Russia-KinoSat_110301,24.72499990463257
1083,1.0,-6400,1812261294.273,1812261344.273,Moscow-KinoSat_110301,50.0
1084,1.0,-6400,1812261344.273,1812261394.273,Moscow-KinoSat_110301,50.0
1085,1.0,-4042,1812261394.273,1812261443.556,Moscow-KinoSat_110301,49.282999992370605
1101,0.0,0,1812279332.252,1812279382.252,Russia-KinoSat_110301,50.0
1102,0.0,0,1812279382.252,1812279432.252,Russia-KinoSat_110301,50.0
1103,0.0,0,1812279432.252,1812279482.252,Russia-KinoSat_110301,50.0
1104,0.0,0,1812279482.252,1812279494.444,Russia-KinoSat_110301,12.191999912261963
1105,0.0,0,1812285112.031,1812285162.031,Russia-KinoSat_110301,50.0
1106,0.0,0,1812285162.031,1812285212.031,Russia-KinoSat_110301,50.0
1107,0.0,0,1812285212.031,1812285262.031,Russia-KinoSat_110301,50.0
1108,0.0,0,1812285262.031,1812285312.031,Russia-KinoSat_110301,50.0
1109,1.0,2121,1812285312.031,1812285316.173,Russia-KinoSat_110301,4.142000198364258
1110,0.0,0,1812285463.901,1812285504.352,Russia-KinoSat_110301,40.45099997520447
1111,0.0,0,1812290908.304,1812290958.304,Russia-KinoSat_110301,50.0
1112,0.0,0,1812290958.304,1812291008.304,Russia-KinoSat_110301,50.0
1113,0.0,0,1812291008.304,1812291058.304,Russia-KinoSat_110301,50.0
1114,0.0,0,1812291058.304,1812291108.304,Russia-KinoSat_110301,50.0
1115,0.0,0,1812291108.304,1812291158.304,Russia-KinoSat_110301,50.0
1116,0.0,0,1812291158.304,1812291208.304,Russia-KinoSat_110301,50.0
1117,0.0,0,1812291208.304,1812291258.304,Russia-KinoSat_110301,50.0
1118,0.0,0,1812291258.304,1812291280.52,Russia-KinoSat_110301,22.216000080108643
1119,0.0,0,1812296681.601,1812296731.601,Russia-KinoSat_110301,50.0
1120,0.0,0,1812296731.601,1812296781.601,Russia-KinoSat_110301,50.0
1121,0.0,0,1812296781.601,1812296831.601,Russia-KinoSat_110301,50.0
1122,0.0,0,1812296831.601,1812296881.601,Russia-KinoSat_110301,50.0
1123,0.0,0,1812296881.601,1812296931.601,Russia-KinoSat_110301,50.0
1124,0.0,0,1812296931.601,1812296981.601,Russia-KinoSat_110301,50.0
1125,0.0,0,1812296981.601,1812297031.601,Russia-KinoSat_110301,50.0
1126,0.0,0,1812297031.601,1812297076.963,Russia-KinoSat_110301,45.36199998855591
1127,0.0,0,1812302444.366,1812302494.366,Russia-KinoSat_110301,50.0
1128,0.0,0,1812302494.366,1812302544.366,Russia-KinoSat_110301,50.0
1129,1.0,12938,1812302544.366,1812302569.636,Russia-KinoSat_110301,25.269999980926514
1130,1.0,-6400,1812302569.636,1812302619.636,Moscow-KinoSat_110301,50.0
1131,1.0,-6400,1812302619.636,1812302669.636,Moscow-KinoSat_110301,50.0
1132,1.0,-2259,1812302669.636,1812302719.636,Moscow-KinoSat_110301,50.0
