,index,start_datetime,end_datetime,origin,duration
679,869,1811913428.399,1811913516.585,Irkutsk-KinoSat_110508,88.18600010871887
678,868,1811913428.399,1811913516.585,Novosib-KinoSat_110508,88.18600010871887
680,870,1811913516.585,1811913534.536,Novosib-KinoSat_110508,17.950999975204468
681,871,1811913516.585,1811913534.536,Moscow-KinoSat_110508,17.950999975204468
682,872,1811913516.585,1811913534.536,Irkutsk-KinoSat_110508,17.950999975204468
683,873,1811913534.536,1811913618.617,Norilsk-KinoSat_110508,84.08100008964539
684,874,1811913534.536,1811913618.617,Novosib-KinoSat_110508,84.08100008964539
685,875,1811913534.536,1811913618.617,Moscow-KinoSat_110508,84.08100008964539
686,876,1811913534.536,1811913618.617,Irkutsk-KinoSat_110508,84.08100008964539
692,887,1811913618.617,1811913675.792,Irkutsk-KinoSat_110508,57.174999952316284
691,886,1811913618.617,1811913675.792,Murmansk2-KinoSat_110508,57.174999952316284
690,885,1811913618.617,1811913675.792,Murmansk1-KinoSat_110508,57.174999952316284
688,883,1811913618.617,1811913675.792,Novosib-KinoSat_110508,57.174999952316284
687,882,1811913618.617,1811913675.792,Norilsk-KinoSat_110508,57.174999952316284
689,884,1811913618.617,1811913675.792,Moscow-KinoSat_110508,57.174999952316284
693,888,1811913675.792,1811913819.138,Norilsk-KinoSat_110508,143.34599995613098
694,889,1811913675.792,1811913819.138,Novosib-KinoSat_110508,143.34599995613098
695,890,1811913675.792,1811913819.138,Moscow-KinoSat_110508,143.34599995613098
696,891,1811913675.792,1811913819.138,Murmansk1-KinoSat_110508,143.34599995613098
697,892,1811913675.792,1811913819.138,Murmansk2-KinoSat_110508,143.34599995613098
698,893,1811913675.792,1811913819.138,Russia-KinoSat_110508,143.34599995613098
699,894,1811913675.792,1811913819.138,Irkutsk-KinoSat_110508,143.34599995613098
704,899,1811913819.138,1811913912.44,Murmansk2-KinoSat_110508,93.30200004577637
705,900,1811913819.138,1811913912.44,Russia-KinoSat_110508,93.30200004577637
703,898,1811913819.138,1811913912.44,Murmansk1-KinoSat_110508,93.30200004577637
701,896,1811913819.138,1811913912.44,Novosib-KinoSat_110508,93.30200004577637
700,895,1811913819.138,1811913912.44,Norilsk-KinoSat_110508,93.30200004577637
702,897,1811913819.138,1811913912.44,Moscow-KinoSat_110508,93.30200004577637
706,901,1811913912.44,1811914024.032,Norilsk-KinoSat_110508,111.5920000076294
707,902,1811913912.44,1811914024.032,Novosib-KinoSat_110508,111.5920000076294
708,903,1811913912.44,1811914024.032,Moscow-KinoSat_110508,111.5920000076294
709,904,1811913912.44,1811914024.032,Murmansk1-KinoSat_110508,111.5920000076294
710,905,1811913912.44,1811914024.032,Murmansk2-KinoSat_110508,111.5920000076294
713,908,1811914024.032,1811914111.151,Murmansk1-KinoSat_110508,87.11899995803833
714,909,1811914024.032,1811914111.151,Murmansk2-KinoSat_110508,87.11899995803833
712,907,1811914024.032,1811914111.151,Moscow-KinoSat_110508,87.11899995803833
711,906,1811914024.032,1811914111.151,Norilsk-KinoSat_110508,87.11899995803833
715,910,1811914111.151,1811914243.8,Norilsk-KinoSat_110508,132.6489999294281
716,911,1811914111.151,1811914243.8,Murmansk1-KinoSat_110508,132.6489999294281
717,912,1811914111.151,1811914243.8,Murmansk2-KinoSat_110508,132.6489999294281
718,913,1811914243.8,1811914350.317,Murmansk1-KinoSat_110508,106.51699995994568
719,914,1811914243.8,1811914350.317,Murmansk2-KinoSat_110508,106.51699995994568
720,916,1811919126.999,1811919271.112,Moscow-KinoSat_110508,144.11299991607666
722,918,1811919271.112,1811919323.33,Russia-KinoSat_110508,52.21799993515015
721,917,1811919271.112,1811919323.33,Moscow-KinoSat_110508,52.21799993515015
726,925,1811919323.33,1811919332.919,Russia-KinoSat_110508,9.58899998664856
725,924,1811919323.33,1811919332.919,Murmansk2-KinoSat_110508,9.58899998664856
723,922,1811919323.33,1811919332.919,Moscow-KinoSat_110508,9.58899998664856
724,923,1811919323.33,1811919332.919,Murmansk1-KinoSat_110508,9.58899998664856
727,926,1811919332.919,1811919487.825,Novosib-KinoSat_110508,154.9060001373291
728,927,1811919332.919,1811919487.825,Moscow-KinoSat_110508,154.9060001373291
729,928,1811919332.919,1811919487.825,Murmansk1-KinoSat_110508,154.9060001373291
730,929,1811919332.919,1811919487.825,Murmansk2-KinoSat_110508,154.9060001373291
731,930,1811919332.919,1811919487.825,Russia-KinoSat_110508,154.9060001373291
737,936,1811919487.825,1811919653.046,Russia-KinoSat_110508,165.22099995613098
736,935,1811919487.825,1811919653.046,Murmansk2-KinoSat_110508,165.22099995613098
735,934,1811919487.825,1811919653.046,Murmansk1-KinoSat_110508,165.22099995613098
733,932,1811919487.825,1811919653.046,Novosib-KinoSat_110508,165.22099995613098
732,931,1811919487.825,1811919653.046,Norilsk-KinoSat_110508,165.22099995613098
734,933,1811919487.825,1811919653.046,Moscow-KinoSat_110508,165.22099995613098
738,937,1811919653.046,1811919659.889,Norilsk-KinoSat_110508,6.8429999351501465
739,938,1811919653.046,1811919659.889,Moscow-KinoSat_110508,6.8429999351501465
740,939,1811919653.046,1811919659.889,Murmansk1-KinoSat_110508,6.8429999351501465
741,940,1811919653.046,1811919659.889,Murmansk2-KinoSat_110508,6.8429999351501465
742,941,1811919653.046,1811919659.889,Russia-KinoSat_110508,6.8429999351501465
745,944,1811919659.889,1811919676.063,Murmansk1-KinoSat_110508,16.174000024795532
743,942,1811919659.889,1811919676.063,Norilsk-KinoSat_110508,16.174000024795532
744,943,1811919659.889,1811919676.063,Moscow-KinoSat_110508,16.174000024795532
746,945,1811919659.889,1811919676.063,Murmansk2-KinoSat_110508,16.174000024795532
748,947,1811919676.063,1811919742.378,Moscow-KinoSat_110508,66.31500005722046
751,950,1811919676.063,1811919742.378,Russia-KinoSat_110508,66.31500005722046
750,949,1811919676.063,1811919742.378,Murmansk2-KinoSat_110508,66.31500005722046
747,946,1811919676.063,1811919742.378,Norilsk-KinoSat_110508,66.31500005722046
749,948,1811919676.063,1811919742.378,Murmansk1-KinoSat_110508,66.31500005722046
752,951,1811919742.378,1811919890.264,Norilsk-KinoSat_110508,147.885999917984
753,952,1811919742.378,1811919890.264,Moscow-KinoSat_110508,147.885999917984
754,953,1811919742.378,1811919890.264,Murmansk1-KinoSat_110508,147.885999917984
755,954,1811919742.378,1811919890.264,Murmansk2-KinoSat_110508,147.885999917984
756,955,1811919890.264,1811919992.041,Norilsk-KinoSat_110508,101.77699995040894
757,956,1811919890.264,1811919992.041,Murmansk1-KinoSat_110508,101.77699995040894
758,957,1811919890.264,1811919992.041,Murmansk2-KinoSat_110508,101.77699995040894
760,959,1811919992.041,1811920099.825,Murmansk2-KinoSat_110508,107.78400015830994
759,958,1811919992.041,1811920099.825,Murmansk1-KinoSat_110508,107.78400015830994
761,961,1811924915.387,1811925119.24,Moscow-KinoSat_110508,203.8529999256134
762,964,1811925119.24,1811925619.24,Moscow-KinoSat_110508,500.0
764,965,1811925119.24,1811925619.24,Murmansk2-KinoSat_110508,500.0
766,966,1811925119.24,1811925619.24,Murmansk1-KinoSat_110508,500.0
763,964,1811925619.24,1811925631.81,Moscow-KinoSat_110508,12.569999933242798
765,965,1811925619.24,1811925631.81,Murmansk2-KinoSat_110508,12.569999933242798
767,966,1811925619.24,1811925631.81,Murmansk1-KinoSat_110508,12.569999933242798
768,967,1811925631.81,1811925857.826,Murmansk2-KinoSat_110508,226.01600003242493
769,968,1811925631.81,1811925857.826,Murmansk1-KinoSat_110508,226.01600003242493
770,970,1811926008.012,1811926479.102,Anadyr2-KinoSat_110508,471.0899999141693
771,971,1811931023.955,1811931039.891,Moscow-KinoSat_110508,15.936000108718872
773,975,1811931039.891,1811931211.399,Murmansk1-KinoSat_110508,171.50799989700317
772,974,1811931039.891,1811931211.399,Moscow-KinoSat_110508,171.50799989700317
774,976,1811931039.891,1811931211.399,Murmansk2-KinoSat_110508,171.50799989700317
775,977,1811931211.399,1811931606.678,Murmansk1-KinoSat_110508,395.279000043869
776,978,1811931211.399,1811931606.678,Murmansk2-KinoSat_110508,395.279000043869
777,980,1811931723.361,1811931991.556,Anadyr2-KinoSat_110508,268.1949999332428
778,983,1811931991.556,1811932260.597,Magadan1-KinoSat_110508,269.0409998893738
779,984,1811931991.556,1811932260.597,Magadan2-KinoSat_110508,269.0409998893738
780,985,1811931991.556,1811932260.597,Anadyr2-KinoSat_110508,269.0409998893738
781,988,1811932260.597,1811932449.355,Anadyr2-KinoSat_110508,188.75800013542175
782,989,1811937475.334,1811937624.376,Anadyr2-KinoSat_110508,149.04199981689453
783,992,1811937624.376,1811938124.376,Magadan1-KinoSat_110508,500.0
787,994,1811937624.376,1811938124.376,Anadyr2-KinoSat_110508,500.0
785,993,1811937624.376,1811938124.376,Magadan2-KinoSat_110508,500.0
788,994,1811938124.376,1811938250.156,Anadyr2-KinoSat_110508,125.77999997138977
784,992,1811938124.376,1811938250.156,Magadan1-KinoSat_110508,125.77999997138977
786,993,1811938124.376,1811938250.156,Magadan2-KinoSat_110508,125.77999997138977
789,995,1811938250.156,1811938330.709,Magadan1-KinoSat_110508,80.5530002117157
790,996,1811938250.156,1811938330.709,Magadan2-KinoSat_110508,80.5530002117157
791,998,1811943228.872,1811943367.077,Anadyr2-KinoSat_110508,138.20499992370605
792,1001,1811943367.077,1811943383.455,Magadan1-KinoSat_110508,16.378000020980835
793,1002,1811943367.077,1811943383.455,Magadan2-KinoSat_110508,16.378000020980835
794,1003,1811943367.077,1811943383.455,Anadyr2-KinoSat_110508,16.378000020980835
798,1007,1811943383.455,1811943679.588,Anadyr2-KinoSat_110508,296.13300013542175
795,1004,1811943383.455,1811943679.588,Magadan1-KinoSat_110508,296.13300013542175
796,1005,1811943383.455,1811943679.588,Norilsk-KinoSat_110508,296.13300013542175
797,1006,1811943383.455,1811943679.588,Magadan2-KinoSat_110508,296.13300013542175
800,1009,1811943679.588,1811943815.196,Magadan2-KinoSat_110508,135.60800004005432
801,1010,1811943679.588,1811943815.196,Anadyr2-KinoSat_110508,135.60800004005432
799,1008,1811943679.588,1811943815.196,Magadan1-KinoSat_110508,135.60800004005432
802,1011,1811943815.196,1811943929.113,Magadan1-KinoSat_110508,113.91699981689453
803,1012,1811943815.196,1811943929.113,Magadan2-KinoSat_110508,113.91699981689453
804,1013,1811943815.196,1811943929.113,Anadyr2-KinoSat_110508,113.91699981689453
805,1014,1811943815.196,1811943929.113,Irkutsk-KinoSat_110508,113.91699981689453
806,1015,1811943929.113,1811943934.296,Magadan1-KinoSat_110508,5.183000087738037
807,1016,1811943929.113,1811943934.296,Magadan2-KinoSat_110508,5.183000087738037
808,1017,1811943929.113,1811943934.296,Anadyr2-KinoSat_110508,5.183000087738037
809,1018,1811943934.296,1811944139.651,Magadan1-KinoSat_110508,205.3550000190735
810,1019,1811943934.296,1811944139.651,Magadan2-KinoSat_110508,205.3550000190735
811,1021,1811948961.984,1811949101.078,Anadyr2-KinoSat_110508,139.09400010108948
813,1023,1811949101.078,1811949130.307,Anadyr2-KinoSat_110508,29.228999853134155
812,1022,1811949101.078,1811949130.307,Norilsk-KinoSat_110508,29.228999853134155
814,1027,1811949130.307,1811949347.759,Magadan1-KinoSat_110508,217.4520001411438
815,1028,1811949130.307,1811949347.759,Norilsk-KinoSat_110508,217.4520001411438
816,1029,1811949130.307,1811949347.759,Magadan2-KinoSat_110508,217.4520001411438
817,1030,1811949130.307,1811949347.759,Anadyr2-KinoSat_110508,217.4520001411438
818,1031,1811949347.759,1811949445.089,Magadan1-KinoSat_110508,97.32999992370605
819,1032,1811949347.759,1811949445.089,Norilsk-KinoSat_110508,97.32999992370605
820,1033,1811949347.759,1811949445.089,Magadan2-KinoSat_110508,97.32999992370605
821,1034,1811949347.759,1811949445.089,Anadyr2-KinoSat_110508,97.32999992370605
822,1035,1811949347.759,1811949445.089,Irkutsk-KinoSat_110508,97.32999992370605
828,1041,1811949445.089,1811949544.085,Irkutsk-KinoSat_110508,98.99600005149841
827,1040,1811949445.089,1811949544.085,Anadyr2-KinoSat_110508,98.99600005149841
826,1039,1811949445.089,1811949544.085,Magadan2-KinoSat_110508,98.99600005149841
825,1038,1811949445.089,1811949544.085,Novosib-KinoSat_110508,98.99600005149841
824,1037,1811949445.089,1811949544.085,Norilsk-KinoSat_110508,98.99600005149841
823,1036,1811949445.089,1811949544.085,Magadan1-KinoSat_110508,98.99600005149841
829,1042,1811949544.085,1811949726.802,Magadan1-KinoSat_110508,182.7170000076294
830,1043,1811949544.085,1811949726.802,Norilsk-KinoSat_110508,182.7170000076294
831,1044,1811949544.085,1811949726.802,Novosib-KinoSat_110508,182.7170000076294
832,1045,1811949544.085,1811949726.802,Magadan2-KinoSat_110508,182.7170000076294
833,1046,1811949544.085,1811949726.802,Irkutsk-KinoSat_110508,182.7170000076294
834,1047,1811949726.802,1811949796.681,Magadan1-KinoSat_110508,69.87899994850159
835,1048,1811949726.802,1811949796.681,Novosib-KinoSat_110508,69.87899994850159
836,1049,1811949726.802,1811949796.681,Magadan2-KinoSat_110508,69.87899994850159
837,1050,1811949726.802,1811949796.681,Irkutsk-KinoSat_110508,69.87899994850159
839,1055,1811949796.681,1811949830.363,Irkutsk-KinoSat_110508,33.681999921798706
838,1054,1811949796.681,1811949830.363,Novosib-KinoSat_110508,33.681999921798706
840,1056,1811949830.363,1811950071.739,Irkutsk-KinoSat_110508,241.37600016593933
841,1057,1811954639.765,1811954858.366,Anadyr2-KinoSat_110508,218.60099983215332
842,1058,1811954858.366,1811954894.65,Norilsk-KinoSat_110508,36.28400015830994
843,1059,1811954858.366,1811954894.65,Anadyr2-KinoSat_110508,36.28400015830994
844,1063,1811954894.65,1811955090.639,Magadan1-KinoSat_110508,195.9889998435974
845,1064,1811954894.65,1811955090.639,Norilsk-KinoSat_110508,195.9889998435974
846,1065,1811954894.65,1811955090.639,Magadan2-KinoSat_110508,195.9889998435974
847,1066,1811954894.65,1811955090.639,Anadyr2-KinoSat_110508,195.9889998435974
852,1071,1811955090.639,1811955095.557,Irkutsk-KinoSat_110508,4.917999982833862
851,1070,1811955090.639,1811955095.557,Anadyr2-KinoSat_110508,4.917999982833862
850,1069,1811955090.639,1811955095.557,Magadan2-KinoSat_110508,4.917999982833862
849,1068,1811955090.639,1811955095.557,Norilsk-KinoSat_110508,4.917999982833862
848,1067,1811955090.639,1811955095.557,Magadan1-KinoSat_110508,4.917999982833862
853,1072,1811955095.557,1811955151.739,Magadan1-KinoSat_110508,56.182000160217285
854,1073,1811955095.557,1811955151.739,Norilsk-KinoSat_110508,56.182000160217285
855,1074,1811955095.557,1811955151.739,Novosib-KinoSat_110508,56.182000160217285
856,1075,1811955095.557,1811955151.739,Magadan2-KinoSat_110508,56.182000160217285
857,1076,1811955095.557,1811955151.739,Anadyr2-KinoSat_110508,56.182000160217285
858,1077,1811955095.557,1811955151.739,Irkutsk-KinoSat_110508,56.182000160217285
863,1082,1811955151.739,1811955336.86,Irkutsk-KinoSat_110508,185.12099981307983
861,1080,1811955151.739,1811955336.86,Novosib-KinoSat_110508,185.12099981307983
862,1081,1811955151.739,1811955336.86,Magadan2-KinoSat_110508,185.12099981307983
859,1078,1811955151.739,1811955336.86,Magadan1-KinoSat_110508,185.12099981307983
860,1079,1811955151.739,1811955336.86,Norilsk-KinoSat_110508,185.12099981307983
864,1087,1811955336.86,1811955613.61,Norilsk-KinoSat_110508,276.75
865,1088,1811955336.86,1811955613.61,Novosib-KinoSat_110508,276.75
866,1089,1811955336.86,1811955613.61,Irkutsk-KinoSat_110508,276.75
867,1090,1811955613.61,1811955838.465,Novosib-KinoSat_110508,224.8550000190735
868,1091,1811955613.61,1811955838.465,Irkutsk-KinoSat_110508,224.8550000190735
869,1092,1811955838.465,1811955843.003,Irkutsk-KinoSat_110508,4.538000106811523
870,1093,1811960248.949,1811960613.262,Anadyr2-KinoSat_110508,364.31300020217896
872,1097,1811960613.262,1811960616.822,Magadan2-KinoSat_110508,3.559999942779541
871,1096,1811960613.262,1811960616.822,Magadan1-KinoSat_110508,3.559999942779541
873,1098,1811960613.262,1811960616.822,Anadyr2-KinoSat_110508,3.559999942779541
877,1102,1811960616.822,1811960757.889,Anadyr2-KinoSat_110508,141.06699991226196
876,1101,1811960616.822,1811960757.889,Magadan2-KinoSat_110508,141.06699991226196
875,1100,1811960616.822,1811960757.889,Norilsk-KinoSat_110508,141.06699991226196
874,1099,1811960616.822,1811960757.889,Magadan1-KinoSat_110508,141.06699991226196
878,1108,1811960757.889,1811960826.915,Magadan1-KinoSat_110508,69.02600002288818
879,1109,1811960757.889,1811960826.915,Norilsk-KinoSat_110508,69.02600002288818
880,1110,1811960757.889,1811960826.915,Magadan2-KinoSat_110508,69.02600002288818
881,1111,1811960757.889,1811960826.915,Anadyr2-KinoSat_110508,69.02600002288818
882,1112,1811960757.889,1811960826.915,Murmansk2-KinoSat_110508,69.02600002288818
883,1113,1811960757.889,1811960826.915,Murmansk1-KinoSat_110508,69.02600002288818
884,1114,1811960826.915,1811960843.924,Magadan1-KinoSat_110508,17.009000062942505
885,1115,1811960826.915,1811960843.924,Norilsk-KinoSat_110508,17.009000062942505
886,1116,1811960826.915,1811960843.924,Magadan2-KinoSat_110508,17.009000062942505
887,1117,1811960826.915,1811960843.924,Murmansk2-KinoSat_110508,17.009000062942505
888,1118,1811960826.915,1811960843.924,Murmansk1-KinoSat_110508,17.009000062942505
891,1125,1811960843.924,1811960845.329,Murmansk1-KinoSat_110508,1.4049999713897705
890,1124,1811960843.924,1811960845.329,Murmansk2-KinoSat_110508,1.4049999713897705
889,1123,1811960843.924,1811960845.329,Norilsk-KinoSat_110508,1.4049999713897705
892,1126,1811960845.329,1811960889.804,Norilsk-KinoSat_110508,44.47499990463257
893,1127,1811960845.329,1811960889.804,Novosib-KinoSat_110508,44.47499990463257
894,1128,1811960845.329,1811960889.804,Murmansk2-KinoSat_110508,44.47499990463257
895,1129,1811960845.329,1811960889.804,Murmansk1-KinoSat_110508,44.47499990463257
896,1130,1811960889.804,1811961032.593,Norilsk-KinoSat_110508,142.78900003433228
897,1131,1811960889.804,1811961032.593,Novosib-KinoSat_110508,142.78900003433228
898,1132,1811960889.804,1811961032.593,Murmansk2-KinoSat_110508,142.78900003433228
899,1133,1811960889.804,1811961032.593,Murmansk1-KinoSat_110508,142.78900003433228
900,1134,1811960889.804,1811961032.593,Irkutsk-KinoSat_110508,142.78900003433228
906,1140,1811961032.593,1811961308.214,Irkutsk-KinoSat_110508,275.6210000514984
905,1139,1811961032.593,1811961308.214,Murmansk1-KinoSat_110508,275.6210000514984
904,1138,1811961032.593,1811961308.214,Murmansk2-KinoSat_110508,275.6210000514984
902,1136,1811961032.593,1811961308.214,Novosib-KinoSat_110508,275.6210000514984
901,1135,1811961032.593,1811961308.214,Norilsk-KinoSat_110508,275.6210000514984
903,1137,1811961032.593,1811961308.214,Moscow-KinoSat_110508,275.6210000514984
907,1146,1811961308.214,1811961390.839,Norilsk-KinoSat_110508,82.625
908,1147,1811961308.214,1811961390.839,Novosib-KinoSat_110508,82.625
909,1148,1811961308.214,1811961390.839,Moscow-KinoSat_110508,82.625
910,1149,1811961308.214,1811961390.839,Irkutsk-KinoSat_110508,82.625
911,1150,1811961390.839,1811961411.357,Novosib-KinoSat_110508,20.51800012588501
912,1151,1811961390.839,1811961411.357,Moscow-KinoSat_110508,20.51800012588501
913,1152,1811961390.839,1811961411.357,Irkutsk-KinoSat_110508,20.51800012588501
914,1153,1811961411.357,1811961488.897,Novosib-KinoSat_110508,77.53999996185303
915,1154,1811961411.357,1811961488.897,Moscow-KinoSat_110508,77.53999996185303
916,1155,1811961488.897,1811961593.944,Novosib-KinoSat_110508,105.04699993133545
917,1156,1811965857.224,1811966149.556,Anadyr2-KinoSat_110508,292.33200001716614
918,1159,1811966149.556,1811966362.525,Magadan1-KinoSat_110508,212.96900010108948
919,1160,1811966149.556,1811966362.525,Magadan2-KinoSat_110508,212.96900010108948
920,1161,1811966149.556,1811966362.525,Anadyr2-KinoSat_110508,212.96900010108948
921,1162,1811966362.525,1811966505.18,Magadan1-KinoSat_110508,142.65499997138977
922,1163,1811966362.525,1811966505.18,Norilsk-KinoSat_110508,142.65499997138977
923,1164,1811966362.525,1811966505.18,Magadan2-KinoSat_110508,142.65499997138977
924,1165,1811966362.525,1811966505.18,Anadyr2-KinoSat_110508,142.65499997138977
929,1175,1811966505.18,1811966522.876,Murmansk1-KinoSat_110508,17.69599986076355
930,1176,1811966505.18,1811966522.876,Murmansk2-KinoSat_110508,17.69599986076355
928,1174,1811966505.18,1811966522.876,Anadyr2-KinoSat_110508,17.69599986076355
925,1171,1811966505.18,1811966522.876,Magadan1-KinoSat_110508,17.69599986076355
926,1172,1811966505.18,1811966522.876,Norilsk-KinoSat_110508,17.69599986076355
927,1173,1811966505.18,1811966522.876,Magadan2-KinoSat_110508,17.69599986076355
931,1182,1811966522.876,1811966558.764,Norilsk-KinoSat_110508,35.88800001144409
932,1183,1811966522.876,1811966558.764,Anadyr2-KinoSat_110508,35.88800001144409
933,1184,1811966522.876,1811966558.764,Murmansk1-KinoSat_110508,35.88800001144409
934,1185,1811966522.876,1811966558.764,Murmansk2-KinoSat_110508,35.88800001144409
935,1186,1811966558.764,1811966630.319,Norilsk-KinoSat_110508,71.5550000667572
936,1187,1811966558.764,1811966630.319,Murmansk1-KinoSat_110508,71.5550000667572
937,1188,1811966558.764,1811966630.319,Murmansk2-KinoSat_110508,71.5550000667572
939,1190,1811966630.319,1811966704.602,Novosib-KinoSat_110508,74.2829999923706
941,1192,1811966630.319,1811966704.602,Murmansk2-KinoSat_110508,74.2829999923706
938,1189,1811966630.319,1811966704.602,Norilsk-KinoSat_110508,74.2829999923706
940,1191,1811966630.319,1811966704.602,Murmansk1-KinoSat_110508,74.2829999923706
942,1193,1811966704.602,1811967088.571,Norilsk-KinoSat_110508,383.9690001010895
943,1194,1811966704.602,1811967088.571,Novosib-KinoSat_110508,383.9690001010895
944,1195,1811966704.602,1811967088.571,Moscow-KinoSat_110508,383.9690001010895
945,1196,1811966704.602,1811967088.571,Murmansk1-KinoSat_110508,383.9690001010895
946,1197,1811966704.602,1811967088.571,Murmansk2-KinoSat_110508,383.9690001010895
950,1201,1811967088.571,1811967175.203,Murmansk2-KinoSat_110508,86.63199996948242
947,1198,1811967088.571,1811967175.203,Novosib-KinoSat_110508,86.63199996948242
948,1199,1811967088.571,1811967175.203,Moscow-KinoSat_110508,86.63199996948242
949,1200,1811967088.571,1811967175.203,Murmansk1-KinoSat_110508,86.63199996948242
953,1204,1811967175.203,1811967237.85,Murmansk2-KinoSat_110508,62.64699983596802
951,1202,1811967175.203,1811967237.85,Moscow-KinoSat_110508,62.64699983596802
952,1203,1811967175.203,1811967237.85,Murmansk1-KinoSat_110508,62.64699983596802
954,1207,1811967237.85,1811967458.883,Moscow-KinoSat_110508,221.0329999923706
955,1208,1811971537.936,1811971667.613,Anadyr2-KinoSat_110508,129.6769998073578
956,1211,1811971667.613,1811972080.378,Magadan1-KinoSat_110508,412.7650001049042
957,1212,1811971667.613,1811972080.378,Magadan2-KinoSat_110508,412.7650001049042
958,1213,1811971667.613,1811972080.378,Anadyr2-KinoSat_110508,412.7650001049042
961,1216,1811972080.378,1811972263.217,Magadan2-KinoSat_110508,182.83899998664856
959,1214,1811972080.378,1811972263.217,Magadan1-KinoSat_110508,182.83899998664856
960,1215,1811972080.378,1811972263.217,Norilsk-KinoSat_110508,182.83899998664856
962,1217,1811972080.378,1811972263.217,Anadyr2-KinoSat_110508,182.83899998664856
967,1227,1811972263.217,1811972283.357,Murmansk1-KinoSat_110508,20.140000104904175
966,1226,1811972263.217,1811972283.357,Anadyr2-KinoSat_110508,20.140000104904175
963,1223,1811972263.217,1811972283.357,Magadan1-KinoSat_110508,20.140000104904175
964,1224,1811972263.217,1811972283.357,Norilsk-KinoSat_110508,20.140000104904175
968,1228,1811972263.217,1811972283.357,Murmansk2-KinoSat_110508,20.140000104904175
965,1225,1811972263.217,1811972283.357,Magadan2-KinoSat_110508,20.140000104904175
971,1236,1811972283.357,1811972312.001,Murmansk1-KinoSat_110508,28.643999814987183
972,1237,1811972283.357,1811972312.001,Murmansk2-KinoSat_110508,28.643999814987183
969,1234,1811972283.357,1811972312.001,Norilsk-KinoSat_110508,28.643999814987183
970,1235,1811972283.357,1811972312.001,Anadyr2-KinoSat_110508,28.643999814987183
975,1240,1811972312.001,1811972458.592,Murmansk2-KinoSat_110508,146.59100008010864
973,1238,1811972312.001,1811972458.592,Norilsk-KinoSat_110508,146.59100008010864
974,1239,1811972312.001,1811972458.592,Murmansk1-KinoSat_110508,146.59100008010864
976,1241,1811972458.592,1811972745.731,Norilsk-KinoSat_110508,287.13899993896484
977,1242,1811972458.592,1811972745.731,Moscow-KinoSat_110508,287.13899993896484
978,1243,1811972458.592,1811972745.731,Murmansk1-KinoSat_110508,287.13899993896484
979,1244,1811972458.592,1811972745.731,Murmansk2-KinoSat_110508,287.13899993896484
980,1245,1811972745.731,1811973040.234,Moscow-KinoSat_110508,294.50300002098083
981,1246,1811972745.731,1811973040.234,Murmansk1-KinoSat_110508,294.50300002098083
982,1247,1811972745.731,1811973040.234,Murmansk2-KinoSat_110508,294.50300002098083
983,1250,1811973040.234,1811973195.995,Moscow-KinoSat_110508,155.760999917984
984,1252,1811977289.883,1811977334.004,Magadan1-KinoSat_110508,44.12100005149841
985,1253,1811977289.883,1811977334.004,Magadan2-KinoSat_110508,44.12100005149841
988,1256,1811977334.004,1811977758.772,Magadan2-KinoSat_110508,424.768000125885
987,1255,1811977334.004,1811977758.772,Anadyr2-KinoSat_110508,424.768000125885
986,1254,1811977334.004,1811977758.772,Magadan1-KinoSat_110508,424.768000125885
989,1257,1811977758.772,1811978013.66,Magadan1-KinoSat_110508,254.8880000114441
990,1258,1811977758.772,1811978013.66,Norilsk-KinoSat_110508,254.8880000114441
991,1259,1811977758.772,1811978013.66,Anadyr2-KinoSat_110508,254.8880000114441
992,1260,1811977758.772,1811978013.66,Magadan2-KinoSat_110508,254.8880000114441
993,1266,1811978013.66,1811978048.578,Magadan1-KinoSat_110508,34.91799998283386
994,1267,1811978013.66,1811978048.578,Norilsk-KinoSat_110508,34.91799998283386
995,1268,1811978013.66,1811978048.578,Anadyr2-KinoSat_110508,34.91799998283386
996,1269,1811978013.66,1811978048.578,Magadan2-KinoSat_110508,34.91799998283386
997,1270,1811978013.66,1811978048.578,Murmansk2-KinoSat_110508,34.91799998283386
998,1271,1811978013.66,1811978048.578,Murmansk1-KinoSat_110508,34.91799998283386
1002,1280,1811978048.578,1811978064.398,Murmansk1-KinoSat_110508,15.819999933242798
1001,1279,1811978048.578,1811978064.398,Murmansk2-KinoSat_110508,15.819999933242798
999,1277,1811978048.578,1811978064.398,Norilsk-KinoSat_110508,15.819999933242798
1000,1278,1811978048.578,1811978064.398,Anadyr2-KinoSat_110508,15.819999933242798
1003,1281,1811978064.398,1811978247.297,Norilsk-KinoSat_110508,182.8989999294281
1004,1282,1811978064.398,1811978247.297,Murmansk2-KinoSat_110508,182.8989999294281
1005,1283,1811978064.398,1811978247.297,Murmansk1-KinoSat_110508,182.8989999294281
1006,1284,1811978247.297,1811978410.823,Norilsk-KinoSat_110508,163.52600002288818
1007,1285,1811978247.297,1811978410.823,Moscow-KinoSat_110508,163.52600002288818
1008,1286,1811978247.297,1811978410.823,Murmansk2-KinoSat_110508,163.52600002288818
1009,1287,1811978247.297,1811978410.823,Murmansk1-KinoSat_110508,163.52600002288818
1011,1289,1811978410.823,1811978749.492,Murmansk2-KinoSat_110508,338.6690001487732
1010,1288,1811978410.823,1811978749.492,Moscow-KinoSat_110508,338.6690001487732
